Txn Date,Value Date,Narration,Chq/Ref No,Withdrawal Amt.,Deposit Amt.,Closing Balance
05/03/25,05/03/25,ACH-D- SBILOAN HOME EMI 919985,demo:family:172,"42,000.00",,"361,227.74"
05/03/25,05/03/25,UPI/SWIGGY/400912/PAYMENT,demo:family:713,296.46,,"360,931.28"
05/03/25,05/03/25,UPI/UBERINDIA/590027/PAYMENT,demo:family:754,600.00,,"360,331.28"
06/03/25,06/03/25,POS 9207XXXX1102 SWIGGY BUNDL TECH CHENNAI,demo:family:409,480.50,,"359,850.78"
06/03/25,06/03/25,POS 9207XXXX7788 ZEE5.COM MUMBAI,demo:family:44,199.00,,"359,651.78"
06/03/25,06/03/25,UPI/ZOMATO/990844/PAYMENT,demo:family:454,470.54,,"359,181.24"
07/03/25,07/03/25,NEFT-NETFLIXENT-3032-RTGS,demo:family:2,649.00,,"358,532.24"
08/03/25,08/03/25,ACH-D- KUVERA AXIS BLUECHIP SIP,demo:family:208,"15,000.00",,"343,532.24"
09/03/25,09/03/25,POS 9207XXXX7788 CULT.FIT BENGALURU,demo:family:100,"2,499.00",,"341,033.24"
10/03/25,10/03/25,POS 9207XXXX1102 ZOMATO LTD HYDERABAD,demo:family:380,716.19,,"340,317.05"
11/03/25,11/03/25,POS 9207XXXX1102 HP PETRO PUMP HYDERABAD,demo:family:398,"1,510.00",,"338,807.05"
11/03/25,11/03/25,POS 9207XXXX1102 SWIGGY BUNDL TECH GURGAON,demo:family:791,281.56,,"338,525.49"
12/03/25,12/03/25,ATM CASH 461909 BENGALURU,demo:family:541,"3,500.00",,"335,025.49"
12/03/25,12/03/25,POS 9207XXXX1102 ZOMATO LTD HYDERABAD,demo:family:647,360.75,,"334,664.74"
13/03/25,13/03/25,TATA POWER BILL 672888,demo:family:244,"4,074.33",,"330,590.41"
13/03/25,13/03/25,UPI/UBERINDIA/407847/PAYMENT,demo:family:358,246.11,,"330,344.30"
13/03/25,13/03/25,ATM CASH 623375 MUMBAI,demo:family:663,"5,000.00",,"325,344.30"
14/03/25,14/03/25,POS 9207XXXX1102 SWIGGY BUNDL TECH BENGALURU,demo:family:568,284.04,,"325,060.26"
15/03/25,15/03/25,ACH-D- ICICILOAN CAR EMI 789522,demo:family:190,"18,500.00",,"306,560.26"
15/03/25,15/03/25,UPI/ARJUN4153@OKHDFCBANK/840858/PAYMENT,demo:family:267,500.00,,"306,060.26"
15/03/25,15/03/25,UPI/SWIGGY/651759/PAYMENT,demo:family:372,619.03,,"305,441.23"
15/03/25,15/03/25,ATM WDL PUNE 163178,demo:family:625,"4,000.00",,"301,441.23"
16/03/25,16/03/25,POS 9207XXXX1102 UBER INDIA SYSTEMS HYDERABAD,demo:family:738,184.78,,"301,256.45"
18/03/25,18/03/25,POS 9207XXXX1102 ZOMATO LTD DELHI,demo:family:590,355.42,,"300,901.03"
19/03/25,19/03/25,POS 9207XXXX1102 AMAZON.IN PUNE,demo:family:367,572.94,,"300,328.09"
20/03/25,20/03/25,UPI/ARJUN1965@OKHDFCBANK/155653/PAYMENT,demo:family:336,950.00,,"299,378.09"
20/03/25,20/03/25,POS 9207XXXX7788 AIRTEL.IN GURGAON,demo:family:82,999.00,,"298,379.09"
22/03/25,22/03/25,CC PAYMENT AUTOPAY AXIS 8821,demo:family:226,"64,714.98",,"233,664.11"
23/03/25,23/03/25,UPI/ZOMATO/585735/PAYMENT,demo:family:529,623.50,,"233,040.61"
24/03/25,24/03/25,POS 9207XXXX7788 SONYLIV.COM MUMBAI,demo:family:26,299.00,,"232,741.61"
24/03/25,24/03/25,UPI/ZOMATO/552877/PAYMENT,demo:family:712,200.02,,"232,541.59"
27/03/25,27/03/25,UPI/ZOMATO/879102/PAYMENT,demo:family:752,495.02,,"232,046.57"
29/03/25,29/03/25,POS 9207XXXX1102 SWIGGY BUNDL TECH HYDERABAD,demo:family:290,282.20,,"231,764.37"
29/03/25,29/03/25,ATM WDL CHENNAI 537183,demo:family:495,"2,000.00",,"229,764.37"
29/03/25,29/03/25,UPI/SWIGGY/404450/PAYMENT,demo:family:584,299.12,,"229,465.25"
29/03/25,29/03/25,POS 9207XXXX1102 IRCTC NEW DELHI,demo:family:711,613.25,,"228,852.00"
30/03/25,30/03/25,POS 9207XXXX7788 SWIGGY ONE BENGALURU,demo:family:118,99.00,,"228,753.00"
01/04/25,01/04/25,POS 9207XXXX1102 HP PETRO PUMP HYDERABAD,demo:family:355,"1,420.00",,"227,333.00"
01/04/25,01/04/25,POS 9207XXXX1102 ZOMATO LTD GURGAON,demo:family:501,376.42,,"226,956.58"
02/04/25,02/04/25,NEFT-GLOBEX CONSULTING-7459-SALARY,demo:family:155,,"185,000.00","411,956.58"
03/04/25,03/04/25,EMI SBI HOME LOAN 525499,demo:family:173,"42,000.00",,"369,956.58"
04/04/25,04/04/25,IMPS-P2A-349304-VIJAY MEHTA RENT,demo:family:137,"32,000.00",,"337,956.58"
04/04/25,04/04/25,POS 9207XXXX1102 ZOMATO LTD HYDERABAD,demo:family:308,327.81,,"337,628.77"
04/04/25,04/04/25,POS 9207XXXX1102 IRCTC NEW DELHI,demo:family:606,442.75,,"337,186.02"
04/04/25,04/04/25,UPI/ACTFIBERNET/448484/PAYMENT,demo:family:65,"1,349.00",,"335,837.02"
04/04/25,04/04/25,POS 9207XXXX1102 INDIAN OIL CHENNAI,demo:family:786,"2,380.00",,"333,457.02"
05/04/25,05/04/25,POS 9207XXXX1102 AMAZON.IN PUNE,demo:family:565,"1,504.08",,"331,952.94"
05/04/25,05/04/25,NEFT-AMAZONSELLER-7102-RTGS,demo:family:682,"2,650.34",,"329,302.60"
05/04/25,05/04/25,POS 9207XXXX1102 ZOMATO LTD GURGAON,demo:family:749,370.17,,"328,932.43"
06/04/25,06/04/25,POS 9207XXXX1102 ZOMATO LTD HYDERABAD,demo:family:357,536.42,,"328,396.01"
06/04/25,06/04/25,UPI/ZEE5SUB/660145/PAYMENT,demo:family:45,199.00,,"328,197.01"
07/04/25,07/04/25,UPI/UBERINDIA/164446/PAYMENT,demo:family:465,379.22,,"327,817.79"
07/04/25,07/04/25,UPI/ARJUN8481@OKHDFCBANK/279119/PAYMENT,demo:family:538,"2,000.00",,"325,817.79"
07/04/25,07/04/25,UPI/AMAZONPAY/665404/PAYMENT,demo:family:799,"1,261.38",,"324,556.41"
08/04/25,08/04/25,NACH-SIP KUVERA-6074-MF,demo:family:209,"15,000.00",,"309,556.41"
09/04/25,09/04/25,UPI/ARJUN1977@OKHDFCBANK/474568/PAYMENT,demo:family:630,"2,000.00",,"307,556.41"
09/04/25,09/04/25,POS 9207XXXX1102 UBER INDIA SYSTEMS HYDERABAD,demo:family:760,221.38,,"307,335.03"
10/04/25,10/04/25,POS 9207XXXX7788 NETFLIX.COM MUMBAI,demo:family:3,649.00,,"306,686.03"
11/04/25,11/04/25,UPI/UBERINDIA/670493/PAYMENT,demo:family:337,266.56,,"306,419.47"
11/04/25,11/04/25,UPI/SWIGGY/416977/PAYMENT,demo:family:458,207.12,,"306,212.35"
11/04/25,11/04/25,UPI/UBERINDIA/466623/PAYMENT,demo:family:742,261.99,,"305,950.36"
12/04/25,12/04/25,UPI/CULTFIT/741588/PAYMENT,demo:family:101,"2,499.00",,"303,451.36"
12/04/25,12/04/25,POS 9207XXXX1102 UBER INDIA SYSTEMS CHENNAI,demo:family:485,341.15,,"303,110.21"
12/04/25,12/04/25,POS 9207XXXX1102 IRCTC NEW DELHI,demo:family:779,"1,603.02",,"301,507.19"
13/04/25,13/04/25,UPI/SWIGGYUPI/282477/PAY,demo:family:510,534.04,,"300,973.15"
13/04/25,13/04/25,UPI/ARJUN6137@OKHDFCBANK/888147/PAYMENT,demo:family:685,"1,350.00",,"299,623.15"
13/04/25,13/04/25,POS 9207XXXX1102 ZOMATO LTD BENGALURU,demo:family:696,313.55,,"299,309.60"
15/04/25,15/04/25,UPI/TATAPOWERDL/263370/PAYMENT,demo:family:245,"2,142.58",,"297,167.02"
15/04/25,15/04/25,UPI/SWIGGYUPI/662912/PAY,demo:family:264,700.00,,"296,467.02"
16/04/25,16/04/25,ACH-D- JIOHOTSTAR DIGITAL,demo:family:19,299.00,,"296,168.02"
16/04/25,16/04/25,POS 9207XXXX1102 AMAZON.IN BENGALURU,demo:family:520,934.92,,"295,233.10"
17/04/25,17/04/25,NACH-ICICI BANK LOAN-1654,demo:family:191,"18,500.00",,"276,733.10"
18/04/25,18/04/25,UPI/SWIGGYUPI/613119/PAY,demo:family:381,498.49,,"276,234.61"
18/04/25,18/04/25,UPI/AIRTELPOSTPAID/447261/PAYMENT,demo:family:83,999.00,,"275,235.61"
20/04/25,20/04/25,UPI/SWIGGYUPI/415312/PAY,demo:family:500,390.19,,"274,845.42"
21/04/25,21/04/25,UPI/AMAZONPAY/801289/PAYMENT,demo:family:653,701.80,,"274,143.62"
22/04/25,22/04/25,AUTOPAY CARD PAYMENT 361663,demo:family:227,"71,093.80",,"203,049.82"
24/04/25,24/04/25,UPI/ZOMATO/964428/PAYMENT,demo:family:406,426.99,,"202,622.83"
25/04/25,25/04/25,UPI/SWIGGYUPI/911518/PAY,demo:family:295,227.87,,"202,394.96"
25/04/25,25/04/25,UPI/UBERINDIA/650618/PAYMENT,demo:family:377,600.00,,"201,794.96"
25/04/25,25/04/25,UPI/ARJUN4475@OKHDFCBANK/964797/PAYMENT,demo:family:463,"1,250.00",,"200,544.96"
25/04/25,25/04/25,UPI/UBERINDIA/235449/PAYMENT,demo:family:490,140.55,,"200,404.41"
25/04/25,25/04/25,POS 9207XXXX1102 HP PETRO PUMP GURGAON,demo:family:698,"1,380.00",,"199,024.41"
25/04/25,25/04/25,UPI/SWIGGYUPI/642548/PAY,demo:family:796,270.20,,"198,754.21"
26/04/25,26/04/25,UPI/SWIGGYONE/228071/PAYMENT,demo:family:119,99.00,,"198,655.21"
26/04/25,26/04/25,UPI/SONYLIVSUB/217596/PAYMENT,demo:family:27,299.00,,"198,356.21"
26/04/25,26/04/25,UPI/PRIYA9239@OKAXIS/933913/PAYMENT,demo:family:528,"1,050.00",,"197,306.21"
26/04/25,26/04/25,UPI/SWIGGY/208698/PAYMENT,demo:family:728,700.00,,"196,606.21"
27/04/25,27/04/25,UPI/SWIGGYUPI/733417/PAY,demo:family:396,311.96,,"196,294.25"
28/04/25,28/04/25,UPI/AMAZONPAY/526350/PAYMENT,demo:family:407,"1,618.37",,"194,675.88"
30/04/25,30/04/25,SALARY GLOBEX CONSULTING PVT LTD 993543,demo:family:156,,"185,000.00","379,675.88"
01/05/25,01/05/25,UPI/ZOMATO/426440/PAYMENT,demo:family:466,367.87,,"379,308.01"
01/05/25,01/05/25,IMPS-P2A-226968-ROHIT SHARMA,demo:family:723,450.00,,"378,858.01"
02/05/25,02/05/25,ACH-D- ATRIA CONVERGENCE TECHNOLOGIES,demo:family:66,"1,456.92",,"377,401.09"
03/05/25,03/05/25,NEFT-VIJAY MEHTA-8813-RENT,demo:family:138,"32,000.00",,"345,401.09"
04/05/25,04/05/25,ACH-D- ZEE ENTERTAINMENT ENTERPRISES,demo:family:46,199.00,,"345,202.09"
04/05/25,04/05/25,UPI/UBERINDIA/711773/PAYMENT,demo:family:672,391.60,,"344,810.49"
04/05/25,04/05/25,POS 9207XXXX1102 ZOMATO LTD CHENNAI,demo:family:758,750.00,,"344,060.49"
05/05/25,05/05/25,ACH-D- SBILOAN HOME EMI 978546,demo:family:174,"42,000.00",,"302,060.49"
05/05/25,05/05/25,UPI/AMAZONPAY/556654/PAYMENT,demo:family:319,"1,243.36",,"300,817.13"
06/05/25,06/05/25,UPI/ZOMATO/638930/PAYMENT,demo:family:330,366.94,,"300,450.19"
07/05/25,07/05/25,UPI/IRCTCUPI/493273/PAYMENT,demo:family:324,909.19,,"299,541.00"
07/05/25,07/05/25,UPI/BHARATPETRO/355849/PAYMENT,demo:family:676,"1,170.00",,"298,371.00"
08/05/25,08/05/25,ACH-D- KUVERA AXIS BLUECHIP SIP,demo:family:210,"15,000.00",,"283,371.00"
08/05/25,08/05/25,POS 9207XXXX1102 HP PETRO PUMP BENGALURU,demo:family:596,"1,410.00",,"281,961.00"
09/05/25,09/05/25,ACH-D- CUREFIT HEALTHCARE PVT LTD,demo:family:102,"2,499.00",,"279,462.00"
09/05/25,09/05/25,UPI/NETFLIX BILLDESK/888577/PAYMENT,demo:family:4,649.00,,"278,813.00"
09/05/25,09/05/25,POS 9207XXXX1102 UBER INDIA SYSTEMS BENGALURU,demo:family:726,163.78,,"278,649.22"
10/05/25,10/05/25,POS 9207XXXX1102 SWIGGY BUNDL TECH HYDERABAD,demo:family:613,293.87,,"278,355.35"
11/05/25,11/05/25,TATA POWER BILL 163315,demo:family:246,"5,020.20",,"273,335.15"
11/05/25,11/05/25,POS 9207XXXX1102 ZOMATO LTD PUNE,demo:family:798,337.41,,"272,997.74"
12/05/25,12/05/25,POS 9207XXXX1102 HP PETRO PUMP DELHI,demo:family:354,"1,790.00",,"271,207.74"
14/05/25,14/05/25,UPI/AMAZONPAY/761573/PAYMENT,demo:family:313,"3,552.89",,"267,654.85"
17/05/25,17/05/25,ATM CASH 121663 DELHI,demo:family:273,"5,000.00",,"262,654.85"
17/05/25,17/05/25,UPI/SWIGGY/867484/PAYMENT,demo:family:306,244.93,,"262,409.92"
17/05/25,17/05/25,ACH-D- BHARTI AIRTEL LIMITED,demo:family:84,999.00,,"261,410.92"
18/05/25,18/05/25,ACH-D- ICICILOAN CAR EMI 181936,demo:family:192,"18,500.00",,"242,910.92"
19/05/25,19/05/25,POS 9207XXXX1102 AMAZON.IN DELHI,demo:family:399,437.90,,"242,473.02"
19/05/25,19/05/25,UPI/UBERINDIA/907020/PAYMENT,demo:family:487,251.25,,"242,221.77"
19/05/25,19/05/25,UPI/SWIGGYUPI/366831/PAY,demo:family:537,302.22,,"241,919.55"
19/05/25,19/05/25,UPI/ZOMATO/577274/PAYMENT,demo:family:597,750.00,,"241,169.55"
20/05/25,20/05/25,POS 9207XXXX1102 HP PETRO PUMP PUNE,demo:family:671,"2,820.00",,"238,349.55"
22/05/25,22/05/25,CC PAYMENT AUTOPAY AXIS 7099,demo:family:228,"46,252.77",,"192,096.78"
23/05/25,23/05/25,UPI/MEGHA2431@YBL/809520/PAYMENT,demo:family:436,"1,050.00",,"191,046.78"
23/05/25,23/05/25,POS 9207XXXX1102 SWIGGY BUNDL TECH PUNE,demo:family:646,240.19,,"190,806.59"
24/05/25,24/05/25,IMPS-P2A-511369-ROHIT SHARMA,demo:family:516,950.00,,"189,856.59"
26/05/25,26/05/25,ACH-D- SONY PICTURES NETWORKS INDIA,demo:family:28,299.00,,"189,557.59"
26/05/25,26/05/25,UPI/UBERINDIA/870233/PAYMENT,demo:family:284,270.64,,"189,286.95"
28/05/25,28/05/25,ACH-D- BUNDL TECHNOLOGIES PVT LTD,demo:family:120,99.00,,"189,187.95"
29/05/25,29/05/25,UPI/MEGHA7090@YBL/329581/PAYMENT,demo:family:288,800.00,,"188,387.95"
30/05/25,30/05/25,POS 9207XXXX1102 INDIAN OIL BENGALURU,demo:family:272,"1,220.00",,"187,167.95"
30/05/25,30/05/25,UPI/SWIGGYUPI/738507/PAY,demo:family:689,334.37,,"186,833.58"
31/05/25,31/05/25,UPI/AMAZONPAY/870325/PAYMENT,demo:family:604,"4,500.00",,"182,333.58"
01/06/25,01/06/25,NEFT-GLOBEX CONSULTING-5296-SALARY,demo:family:157,,"185,000.00","367,333.58"
01/06/25,01/06/25,UPI/SWIGGY/428410/PAYMENT,demo:family:498,700.00,,"366,633.58"
01/06/25,01/06/25,UPI/ARJUN8289@OKHDFCBANK/864219/PAYMENT,demo:family:652,"1,100.00",,"365,533.58"
02/06/25,02/06/25,IMPS-P2A-255455-VIJAY MEHTA RENT,demo:family:139,"32,000.00",,"333,533.58"
03/06/25,03/06/25,EMI SBI HOME LOAN 298356,demo:family:175,"42,000.00",,"291,533.58"
05/06/25,05/06/25,POS 9207XXXX7788 ZEE5.COM MUMBAI,demo:family:47,199.00,,"291,334.58"
06/06/25,06/06/25,UPI/BHARATPETRO/766511/PAYMENT,demo:family:414,"1,900.00",,"289,434.58"
