Txn Date,Value Date,Narration,Chq/Ref No,Withdrawal Amt.,Deposit Amt.,Closing Balance
25/03/25,25/03/25,UPI/BHARATPETRO/393581/PAYMENT,demo:student:597,"1,320.00",,"143,728.36"
27/03/25,27/03/25,UPI/AMAZONPAY/861307/PAYMENT,demo:student:539,844.24,,"142,884.12"
28/03/25,28/03/25,UPI/SWIGGY/575420/PAYMENT,demo:student:702,363.04,,"142,521.08"
28/03/25,28/03/25,UPI/AMAZONPAY/199215/PAYMENT,demo:student:731,"1,644.57",,"140,876.51"
29/03/25,29/03/25,UPI/AMAZONPAY/480823/PAYMENT,demo:student:520,"1,218.65",,"139,657.86"
29/03/25,29/03/25,POS 8821XXXX1102 SWIGGY BUNDL TECH BENGALURU,demo:student:564,368.67,,"139,289.19"
29/03/25,29/03/25,POS 8821XXXX1102 INDIAN OIL CHENNAI,demo:student:711,"2,420.00",,"136,869.19"
29/03/25,29/03/25,POS 8821XXXX1102 SWIGGY BUNDL TECH DELHI,demo:student:746,297.75,,"136,571.44"
01/04/25,01/04/25,UPI/SWIGGY/988867/PAYMENT,demo:student:349,253.99,,"136,317.45"
02/04/25,02/04/25,UPI/JIORECHARGE/691888/PAYMENT,demo:student:113,299.00,,"136,018.45"
02/04/25,02/04/25,IMPS-P2A-302529-SURESH KALA,demo:student:149,,"15,000.00","151,018.45"
02/04/25,02/04/25,POS 8821XXXX1102 UBER INDIA SYSTEMS PUNE,demo:student:359,234.00,,"150,784.45"
04/04/25,04/04/25,UPI/PRIYA2089@OKAXIS/862411/PAYMENT,demo:student:445,900.00,,"149,884.45"
05/04/25,05/04/25,IMPS-P2A-205560-PG HOSTEL RENT,demo:student:131,"8,500.00",,"141,384.45"
05/04/25,05/04/25,UPI/SPOTIFYINDIA/573870/PAYMENT,demo:student:21,59.00,,"141,325.45"
05/04/25,05/04/25,POS 8821XXXX1102 INDIAN OIL MUMBAI,demo:student:254,"1,170.00",,"140,155.45"
05/04/25,05/04/25,POS 8821XXXX1102 SWIGGY BUNDL TECH BENGALURU,demo:student:394,319.67,,"139,835.78"
06/04/25,06/04/25,NACH-BAJAJ FINSERV-4608,demo:student:167,"2,499.00",,"137,336.78"
08/04/25,08/04/25,UPI/GOOGLEYOUTUBE/782045/PAYMENT,demo:student:57,129.00,,"137,207.78"
09/04/25,09/04/25,NACH-SIP ZERODHA-4272-MF,demo:student:203,"1,000.00",,"136,207.78"
09/04/25,09/04/25,POS 8821XXXX1102 ZOMATO LTD CHENNAI,demo:student:481,579.74,,"135,628.04"
12/04/25,12/04/25,UPI/NETFLIX BILLDESK/403358/PAYMENT,demo:student:3,199.00,,"135,429.04"
12/04/25,12/04/25,POS 8821XXXX1102 UBER INDIA SYSTEMS DELHI,demo:student:442,389.83,,"135,039.21"
13/04/25,13/04/25,UPI/SWIGGY/331945/PAYMENT,demo:student:682,262.70,,"134,776.51"
14/04/25,14/04/25,UPI/MAHADISCOM/554018/PAYMENT,demo:student:239,738.62,,"134,037.89"
15/04/25,15/04/25,NEFT-AMAZONSELLER-8225-RTGS,demo:student:752,"2,831.93",,"131,205.96"
16/04/25,16/04/25,UPI/CANVAPTY/805843/PAYMENT,demo:student:93,499.00,,"130,706.96"
17/04/25,17/04/25,EMI HDBFS 451961,demo:student:185,"3,200.00",,"127,506.96"
18/04/25,18/04/25,ATM CASH 115505 HYDERABAD,demo:student:593,"6,000.00",,"121,506.96"
19/04/25,19/04/25,UPI/SWIGGY/458180/PAYMENT,demo:student:333,411.12,,"121,095.84"
19/04/25,19/04/25,UPI/AMAZONPAY/693061/PAYMENT,demo:student:339,"1,840.68",,"119,255.16"
19/04/25,19/04/25,UPI/JIOSAAVN/891968/PAYMENT,demo:student:39,99.00,,"119,156.16"
19/04/25,19/04/25,UPI/SWIGGY/521623/PAYMENT,demo:student:558,335.70,,"118,820.46"
22/04/25,22/04/25,AUTOPAY CARD PAYMENT 266376,demo:student:221,"8,560.98",,"110,259.48"
22/04/25,22/04/25,ATM CASH 821214 HYDERABAD,demo:student:685,"3,000.00",,"107,259.48"
23/04/25,23/04/25,UPI/OPENAI/820183/PAYMENT,demo:student:75,"1,999.00",,"105,260.48"
24/04/25,24/04/25,POS 8821XXXX1102 SWIGGY BUNDL TECH MUMBAI,demo:student:565,211.82,,"105,048.66"
25/04/25,25/04/25,UPI/ZOMATO/318171/PAYMENT,demo:student:353,414.04,,"104,634.62"
25/04/25,25/04/25,POS 8821XXXX1102 SWIGGY BUNDL TECH BENGALURU,demo:student:516,420.72,,"104,213.90"
26/04/25,26/04/25,UPI/ARJUN6061@OKHDFCBANK/609922/PAYMENT,demo:student:795,"1,350.00",,"102,863.90"
27/04/25,27/04/25,UPI/UBERINDIA/929499/PAYMENT,demo:student:374,264.09,,"102,599.81"
28/04/25,28/04/25,ATM WDL BENGALURU 955400,demo:student:549,"3,500.00",,"99,099.81"
28/04/25,28/04/25,ATM CASH 362408 HYDERABAD,demo:student:615,"3,000.00",,"96,099.81"
30/04/25,30/04/25,POS 8821XXXX1102 UBER INDIA SYSTEMS GURGAON,demo:student:606,173.67,,"95,926.14"
02/05/25,02/05/25,NEFT-PARENT TRANSFER-7841-MONTHLY,demo:student:150,,"15,000.00","110,926.14"
02/05/25,02/05/25,POS 8821XXXX1102 UBER INDIA SYSTEMS CHENNAI,demo:student:521,179.07,,"110,747.07"
04/05/25,04/05/25,ACH-D- RELIANCE JIO INFOCOMM,demo:student:114,299.00,,"110,448.07"
04/05/25,04/05/25,NEFT-SUNITA PG-4687-RENT,demo:student:132,"8,500.00",,"101,948.07"
04/05/25,04/05/25,UPI/MEGHA9890@YBL/234806/PAYMENT,demo:student:370,250.00,,"101,698.07"
04/05/25,04/05/25,POS 8821XXXX1102 SWIGGY BUNDL TECH PUNE,demo:student:690,264.21,,"101,433.86"
05/05/25,05/05/25,ACH-D- SPOTIFY INDIA LLP,demo:student:22,59.00,,"101,374.86"
06/05/25,06/05/25,ACH-D- BAJAJFIN EMI 953439,demo:student:168,"2,499.00",,"98,875.86"
06/05/25,06/05/25,UPI/SWIGGYUPI/204407/PAY,demo:student:725,229.80,,"98,646.06"
07/05/25,07/05/25,IMPS-P2A-173002-ROHIT SHARMA,demo:student:671,"1,600.00",,"97,046.06"
07/05/25,07/05/25,POS 8821XXXX1102 INDIAN OIL MUMBAI,demo:student:792,"1,940.00",,"95,106.06"
09/05/25,09/05/25,ACH-D- ZERODHA COIN SIP,demo:student:204,"1,000.00",,"94,106.06"
09/05/25,09/05/25,POS 8821XXXX1102 ZOMATO LTD CHENNAI,demo:student:414,236.85,,"93,869.21"
10/05/25,10/05/25,UPI/ZOMATO/210163/PAYMENT,demo:student:304,350.68,,"93,518.53"
10/05/25,10/05/25,ACH-D- GOOGLE INDIA PVT LTD YT,demo:student:58,129.00,,"93,389.53"
10/05/25,10/05/25,POS 8821XXXX1102 AMAZON.IN PUNE,demo:student:684,"3,450.95",,"89,938.58"
11/05/25,11/05/25,POS 8821XXXX1102 ZOMATO LTD GURGAON,demo:student:751,255.76,,"89,682.82"
12/05/25,12/05/25,ACH-D- NETFLIX ENTERTAINMENT SERVICES,demo:student:4,199.00,,"89,483.82"
12/05/25,12/05/25,UPI/UBERINDIA/517112/PAYMENT,demo:student:673,260.74,,"89,223.08"
13/05/25,13/05/25,NEFT-AMAZONSELLER-9738-RTGS,demo:student:482,"4,500.00",,"84,723.08"
13/05/25,13/05/25,IMPS-P2A-965816-ROHIT SHARMA,demo:student:709,850.00,,"83,873.08"
15/05/25,15/05/25,MSEB BILL PAYMENT 568591,demo:student:240,"1,012.03",,"82,861.05"
15/05/25,15/05/25,ACH-D- CANVA PTY LTD,demo:student:94,538.92,,"82,322.13"
16/05/25,16/05/25,POS 8821XXXX1102 ZOMATO LTD DELHI,demo:student:284,398.13,,"81,924.00"
16/05/25,16/05/25,ATM CASH 262501 MUMBAI,demo:student:796,"9,000.00",,"72,924.00"
17/05/25,17/05/25,ACH-D- HDB FINANCIAL EMI 881085,demo:student:186,"3,200.00",,"69,724.00"
17/05/25,17/05/25,UPI/SWIGGY/464074/PAYMENT,demo:student:262,328.03,,"69,395.97"
17/05/25,17/05/25,UPI/SWIGGY/605393/PAYMENT,demo:student:354,297.25,,"69,098.72"
18/05/25,18/05/25,POS 8821XXXX1102 INDIAN OIL MUMBAI,demo:student:280,"3,000.00",,"66,098.72"
18/05/25,18/05/25,ACH-D- SAAVN MEDIA PVT LTD,demo:student:40,99.00,,"65,999.72"
18/05/25,18/05/25,UPI/UBERINDIA/587992/PAYMENT,demo:student:689,142.85,,"65,856.87"
21/05/25,21/05/25,CC PAYMENT AUTOPAY ICICI 6168,demo:student:222,"6,681.12",,"59,175.75"
21/05/25,21/05/25,UPI/UBERINDIA/398629/PAYMENT,demo:student:393,596.71,,"58,579.04"
21/05/25,21/05/25,UPI/UBERINDIA/251436/PAYMENT,demo:student:551,363.28,,"58,215.76"
22/05/25,22/05/25,POS 8821XXXX3310 OPENAI.COM SAN FRANCISCO,demo:student:76,"1,999.00",,"56,216.76"
23/05/25,23/05/25,POS 8821XXXX1102 UBER INDIA SYSTEMS GURGAON,demo:student:329,600.00,,"55,616.76"
24/05/25,24/05/25,UPI/PRIYA8048@OKAXIS/822068/PAYMENT,demo:student:797,"1,250.00",,"54,366.76"
29/05/25,29/05/25,IMPS-P2A-453783-ROHIT SHARMA,demo:student:391,950.00,,"53,416.76"
30/05/25,30/05/25,UPI/ZOMATO/549471/PAYMENT,demo:student:642,342.83,,"53,073.93"
30/05/25,30/05/25,POS 8821XXXX1102 UBER INDIA SYSTEMS DELHI,demo:student:655,344.17,,"52,729.76"
31/05/25,31/05/25,ATM WDL DELHI 941687,demo:student:303,"3,500.00",,"49,229.76"
31/05/25,31/05/25,POS 8821XXXX1102 ZOMATO LTD BENGALURU,demo:student:504,546.07,,"48,683.69"
31/05/25,31/05/25,IMPS-P2A-696658-ROHIT SHARMA,demo:student:519,750.00,,"47,933.69"
01/06/25,01/06/25,POS 8821XXXX3310 JIO.COM MUMBAI,demo:student:115,299.00,,"47,634.69"
01/06/25,01/06/25,POS 8821XXXX1102 AMAZON.IN MUMBAI,demo:student:277,840.13,,"46,794.56"
01/06/25,01/06/25,POS 8821XXXX1102 SWIGGY BUNDL TECH HYDERABAD,demo:student:346,289.35,,"46,505.21"
01/06/25,01/06/25,POS 8821XXXX1102 SWIGGY BUNDL TECH DELHI,demo:student:527,214.19,,"46,291.02"
01/06/25,01/06/25,UPI/SWIGGYUPI/344099/PAY,demo:student:605,430.89,,"45,860.13"
02/06/25,02/06/25,IMPS-P2A-313214-SURESH KALA,demo:student:151,,"15,000.00","60,860.13"
03/06/25,03/06/25,IMPS-P2A-762547-ROHIT SHARMA,demo:student:301,450.00,,"60,410.13"
05/06/25,05/06/25,IMPS-P2A-483613-PG HOSTEL RENT,demo:student:133,"8,500.00",,"51,910.13"
06/06/25,06/06/25,NACH-BAJAJ FINSERV-4840,demo:student:169,"2,499.00",,"49,411.13"
07/06/25,07/06/25,NEFT-SPOTIFYIN-6811-RTGS,demo:student:23,59.00,,"49,352.13"
07/06/25,07/06/25,POS 8821XXXX1102 SWIGGY BUNDL TECH CHENNAI,demo:student:421,627.66,,"48,724.47"
08/06/25,08/06/25,UPI/UBERINDIA/276583/PAYMENT,demo:student:645,323.66,,"48,400.81"
09/06/25,09/06/25,NACH-SIP ZERODHA-2835-MF,demo:student:205,"1,000.00",,"47,400.81"
10/06/25,10/06/25,UPI/PRIYA2663@OKAXIS/408819/PAYMENT,demo:student:299,"1,150.00",,"46,250.81"
10/06/25,10/06/25,POS 8821XXXX3310 YOUTUBEPREMIUM GURGAON,demo:student:59,129.00,,"46,121.81"
11/06/25,11/06/25,POS 8821XXXX1102 AMAZON.IN BENGALURU,demo:student:700,"1,732.05",,"44,389.76"
12/06/25,12/06/25,POS 8821XXXX3310 NETFLIX.COM MUMBAI,demo:student:5,199.00,,"44,190.76"
13/06/25,13/06/25,UPI/PRIYA1151@OKAXIS/506104/PAYMENT,demo:student:479,550.00,,"43,640.76"
14/06/25,14/06/25,UPI/ZOMATO/898902/PAYMENT,demo:student:699,209.12,,"43,431.64"
16/06/25,16/06/25,UPI/MAHADISCOM/929731/PAYMENT,demo:student:241,562.25,,"42,869.39"
16/06/25,16/06/25,UPI/ARJUN7350@OKHDFCBANK/651418/PAYMENT,demo:student:670,850.00,,"42,019.39"
17/06/25,17/06/25,EMI HDBFS 953326,demo:student:187,"3,200.00",,"38,819.39"
17/06/25,17/06/25,NEFT-AMAZONSELLER-5498-RTGS,demo:student:328,"1,245.12",,"37,574.27"
17/06/25,17/06/25,UPI/UBERINDIA/939026/PAYMENT,demo:student:484,452.38,,"37,121.89"
17/06/25,17/06/25,POS 8821XXXX3310 CANVA.COM SYDNEY,demo:student:95,538.92,,"36,582.97"
18/06/25,18/06/25,UPI/MEGHA6260@YBL/719181/PAYMENT,demo:student:697,650.00,,"35,932.97"
19/06/25,19/06/25,POS 8821XXXX3310 JIOSAAVN.COM MUMBAI,demo:student:41,99.00,,"35,833.97"
